time,device,data
2023-02-23T10:20:26.839496,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58293.0
2023-02-23T10:20:31.436757,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58293.0
2023-02-23T10:22:03.981035,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:22:13.363510,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:37:10.428597,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:37:16.324367,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:37:43.984992,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:38:03.765953,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:38:13.661283,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:38:26.253244,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:38:31.383981,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:38:38.617006,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:38:58.317428,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:39:38.896673,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:39:45.422321,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:40:07.994465,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:40:31.901041,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:40:37.625585,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:41:14.578188,adeef670-4bcd-11eb-b767-3f1a8f1211ba,31102.0
2023-02-23T10:42:09.665020,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:44:24.651621,adeef670-4bcd-11eb-b767-3f1a8f1211ba,46854.0
2023-02-23T10:48:00.146231,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58293.0
2023-02-23T10:48:10.485178,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58293.0
2023-02-23T10:48:27.302041,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:48:37.460938,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:48:42.489118,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:48:48.495266,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:49:14.638401,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:51:01.846162,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:52:38.291649,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:52:48.928582,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:53:22.637481,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:53:32.045101,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:53:41.184055,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:53:53.156628,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:54:04.195585,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:54:30.140014,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:54:47.280510,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:54:50.331183,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:55:48.418678,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:57:11.293294,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
2023-02-23T10:57:22.959533,adeef670-4bcd-11eb-b767-3f1a8f1211ba,58240.0
